"","Informant_ID","informant_pid_1_1","informant_pid_2_1","informant_pid_3_1","informant_pid_4_1","informant_pid_5_1","informant_pid_6_1","informant_pid_7_1","informant_pid_8_1","informant_pid_9_1","informant_pid_10_1","informant_pid_11_1","informant_pid_12_1","informant_pid_13_1","informant_pid_14_1","informant_pid_15_1","informant_pid_16_1","informant_pid_17_1","informant_pid_18_1","informant_pid_19_1","informant_pid_20_1","informant_pid_21_1","informant_pid_22_1","informant_pid_23_1","informant_pid_24_1","informant_pid_25_1"
"172","10550","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False"
"173","20463","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False"
"174","40548","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False"
"175","10492","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False"
"176","20494","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False"
"177","20481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","20530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","30516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","20550","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False"
"181","40473","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True"
"182","30473","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Very True or Often True"
"183","30577","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False"
"184","40567","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False"
"185","30551","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"186","20551","Very True or Often True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"187","10567","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True"
"188","40577","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very True or Often True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False"
"189","20567","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True"
"190","10436","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False"
"191","30582","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Sometimes or Somewhat True"
"192","10420","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"193","40582","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False"
"194","20582","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False"
"195","20581","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True",NA,"Very False or Often False"
"196","30567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","20577","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"198","10518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","10551","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False"
"200","10551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","20518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","20590","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"203","10590","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"204","40593","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False"
"205","20588","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"206","20585","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True"
"207","30535","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Very True or Often True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Very False or Often False","Very True or Often True"
"208","30593","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"209","20592","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False"
"210","10585","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very True or Often True","Sometimes or Somewhat False"
"211","30595","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False"
"212","10593","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"213","40585","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False"
"214","40595","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"215","20599","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True",NA,"Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True"
"216","40599","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"217","30596","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"218","10596","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"219","30599","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False"
"220","40584","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False"
"221","40588","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False"
"222","10584","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False"
"223","10588","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"224","30588","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"225","10595","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"226","20559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","40596","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False"
"228","16606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","10611","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False"
